,0-14
181,2.9211425249319387e-128
182,5.029846895075057e-129
183,8.660775560235856e-130
184,1.4912786585655982e-130
185,2.567797793657e-131
186,4.421430878285261e-132
187,7.613158271163185e-133
188,1.3108918912752247e-133
189,2.257194044054179e-134
190,3.8866095567631885e-135
191,6.692261964147007e-136
192,1.1523249130809879e-136
193,1.9841612782358458e-137
194,3.416480832237125e-138
195,5.882758324676999e-139
196,1.0129383774091255e-139
197,1.7441548671550586e-140
198,3.003219414394826e-141
199,5.171173168647395e-142
200,8.904121960575193e-143
201,1.53317990527738e-143
202,2.639946568964682e-144
203,4.545662164628698e-145
204,7.827069213389561e-146
205,1.3477247153978672e-146
206,2.3206156212175306e-147
207,3.995813685029159e-148
208,6.880297994843857e-149
209,1.1847023967912296e-149
210,2.0399113090954659e-150
211,3.5124755046046195e-151
212,6.048049302652353e-152
213,1.0413994437644082e-152
214,1.7931613107009713e-153
215,3.087602461714239e-154
216,5.316470361418368e-155
217,9.154305793676328e-156
218,1.576258473521873e-156
219,2.7141225466444743e-157
220,4.6733840432558116e-158
221,8.046990524713015e-159
222,1.3855924508979316e-159
223,2.3858191880421102e-160
224,4.1080861795552766e-161
225,7.073617373537192e-162
226,1.2179896078183997e-162
227,2.097227778114594e-163
228,3.6111673901500694e-164
229,6.217984548825061e-165
230,1.0706601957828513e-165
231,1.8435447142601512e-166
232,3.1743564642295245e-167
233,5.465850046408921e-168
234,9.411519174510779e-169
235,1.620547443126055e-169
236,2.790382686075657e-170
237,4.804694591187692e-171
238,8.273091081659018e-172
239,1.4245241762287967e-172
240,2.4528548140357205e-173
241,4.223513253854306e-174
242,7.272368549255363e-175
243,1.2522121072529952e-175
244,2.1561546983362696e-176
245,3.7126322739014144e-177
246,6.392694555659715e-178
247,1.1007431026562943e-178
248,1.8953437670077552e-179
249,3.2635480399252144e-180
250,5.619426931566304e-181
251,9.675959616006236e-182
252,1.666080823378331e-182
253,2.868785547055375e-183
254,4.939694641167458e-184
255,8.505544505766264e-185
256,1.4645497868765555e-185
257,1.2034648216693944e-186
258,0.0
259,0.0
260,0.0
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,0.0
267,0.0
268,0.0
269,0.0
270,0.0
271,0.0
272,0.0
273,0.0
274,0.0
275,0.0
276,0.0
277,0.0
278,0.0
279,0.0
280,0.0
281,0.0
282,0.0
283,0.0
284,0.0
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0
291,0.0
292,0.0
293,0.0
294,0.0
295,0.0
296,0.0
297,0.0
298,0.0
299,0.0
300,0.0
301,0.0
302,0.0
303,0.0
304,0.0
305,0.0
306,0.0
307,0.0
308,0.0
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,0.0
315,0.0
316,0.0
317,0.0
318,0.0
319,0.0
320,0.0
321,0.0
322,0.0
323,0.0
324,0.0
325,0.0
326,0.0
327,0.0
328,0.0
329,0.0
330,0.0
331,0.0
332,0.0
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,0.0
339,0.0
340,0.0
341,0.0
342,0.0
343,0.0
344,0.0
345,0.0
346,0.0
347,0.0
348,0.0
349,0.0
350,0.0
351,0.0
352,0.0
353,0.0
354,0.0
355,0.0
356,0.0
357,0.0
358,0.0
359,0.0
360,0.0
361,0.0
362,0.0
363,0.0
364,0.0
365,0.0
366,0.0
367,0.0
368,0.0
369,0.0
370,0.0
371,0.0
372,0.0
373,0.0
374,0.0
375,0.0
376,0.0
377,0.0
378,0.0
379,0.0
380,0.0
381,0.0
382,0.0
383,0.0
384,0.0
385,0.0
386,0.0
387,0.0
388,0.0
389,0.0
390,0.0
391,0.0
392,0.0
393,0.0
394,0.0
395,0.0
396,0.0
397,0.0
398,0.0
399,0.0
400,0.0
401,0.0
402,0.0
403,0.0
404,0.0
405,0.0
406,0.0
407,0.0
408,0.0
409,0.0
410,0.0
411,0.0
412,0.0
413,0.0
414,0.0
415,0.0
416,0.0
417,0.0
418,0.0
419,0.0
420,0.0
421,0.0
422,0.0
423,0.0
424,0.0
425,0.0
426,0.0
427,0.0
428,0.0
429,0.0
430,0.0
431,0.0
432,0.0
433,0.0
434,0.0
435,0.0
436,0.0
437,0.0
438,0.0
439,0.0
440,0.0
441,0.0
442,0.0
443,0.0
444,0.0
445,0.0
446,0.0
447,0.0
448,0.0
449,0.0
450,0.0
451,0.0
452,0.0
453,0.0
454,0.0
455,0.0
456,0.0
457,0.0
458,0.0
459,0.0
460,0.0
461,0.0
462,0.0
463,0.0
464,0.0
465,0.0
466,0.0
467,0.0
468,0.0
469,0.0
470,0.0
471,0.0
472,0.0
473,0.0
474,0.0
475,0.0
476,0.0
477,0.0
478,0.0
479,0.0
480,0.0
481,0.0
482,0.0
483,0.0
484,0.0
485,0.0
486,0.0
487,0.0
488,0.0
489,0.0
490,0.0
491,0.0
492,0.0
493,0.0
494,0.0
495,0.0
496,0.0
497,0.0
498,0.0
499,0.0
500,0.0
501,0.0
502,0.0
503,0.0
504,0.0
505,0.0
506,0.0
507,0.0
508,0.0
509,0.0
510,0.0
511,0.0
512,0.0
513,0.0
