,0-2
180,9.08620062167132e-59
181,3.913460489766333e-59
182,1.6855420260514853e-59
183,7.259692359268925e-60
184,3.1267765701866727e-60
185,1.3467143283813868e-60
186,5.8003488306791716e-61
187,2.4982318706000504e-61
188,1.0759977824559631e-61
189,4.634362572486376e-62
190,1.996037241288788e-62
191,8.59700682951575e-63
192,3.702762899304408e-63
193,1.5947937881581817e-63
194,6.868836314703582e-64
195,2.958433414308671e-64
196,1.2742083034010623e-64
197,5.488062677373526e-65
198,2.363729059871009e-65
199,1.0180669203203435e-65
200,4.384852189053805e-66
201,1.888572188731957e-66
202,8.134150840832483e-67
203,3.503409099010428e-67
204,1.508931362990669e-67
205,6.49902364773787e-68
206,2.7991537196325884e-68
207,1.2056059449576238e-68
208,5.192589761408127e-69
209,2.236467773160179e-69
210,9.632550095826679e-70
211,4.1487752455964036e-70
212,1.786892968865095e-70
213,7.696214649295876e-71
214,3.3147883482722597e-71
215,1.4276917022898798e-71
216,6.149121399711035e-72
217,2.6484495166384927e-72
218,1.1406970827592194e-72
219,4.9130248714988176e-73
220,2.116058132591984e-73
221,9.113941283880901e-74
222,3.925408496423617e-74
223,1.6906880770723295e-74
224,7.281856592909508e-75
225,3.1363227882650506e-75
226,1.3508259201051396e-75
227,5.818057609552685e-76
228,2.505859107696072e-76
229,1.0792828619148262e-76
230,4.648511532214758e-77
231,2.0021312510046042e-77
232,8.623253956604509e-78
233,3.7140676348158324e-78
234,1.5996627798977768e-78
235,6.889807243688416e-79
236,2.967465671622042e-79
237,1.278098530306792e-79
238,5.5048180297212244e-80
239,2.3709456526070794e-80
240,1.021175133722102e-80
241,4.398239380078987e-81
242,1.8943381018267053e-81
243,8.158984843539738e-82
244,3.514105196581264e-82
245,1.5135382120996713e-82
246,6.518865518637564e-83
247,2.807699687418486e-83
248,1.2092867251505195e-83
249,5.208443018953481e-84
250,2.2432958303010106e-84
251,9.661958792547266e-85
252,4.161441680937597e-85
253,1.792348449799086e-85
254,7.71971160911088e-86
255,3.324908576483635e-86
256,1.4320505223183715e-86
257,2.3174093504703086e-87
258,0.0
259,0.0
260,0.0
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,0.0
267,0.0
268,0.0
269,0.0
270,0.0
271,0.0
272,0.0
273,0.0
274,0.0
275,0.0
276,0.0
277,0.0
278,0.0
279,0.0
280,0.0
281,0.0
282,0.0
283,0.0
284,0.0
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0
291,0.0
292,0.0
293,0.0
294,0.0
295,0.0
296,0.0
297,0.0
298,0.0
299,0.0
300,0.0
301,0.0
302,0.0
303,0.0
304,0.0
305,0.0
306,0.0
307,0.0
308,0.0
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,0.0
315,0.0
316,0.0
317,0.0
318,0.0
319,0.0
320,0.0
321,0.0
322,0.0
323,0.0
324,0.0
325,0.0
326,0.0
327,0.0
328,0.0
329,0.0
330,0.0
331,0.0
332,0.0
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,0.0
339,0.0
340,0.0
341,0.0
342,0.0
343,0.0
344,0.0
345,0.0
346,0.0
347,0.0
348,0.0
349,0.0
350,0.0
351,0.0
352,0.0
353,0.0
354,0.0
355,0.0
356,0.0
357,0.0
358,0.0
359,0.0
360,0.0
361,0.0
362,0.0
363,0.0
364,0.0
365,0.0
366,0.0
367,0.0
368,0.0
369,0.0
370,0.0
371,0.0
372,0.0
373,0.0
374,0.0
375,0.0
376,0.0
377,0.0
378,0.0
379,0.0
380,0.0
381,0.0
382,0.0
383,0.0
384,0.0
385,0.0
386,0.0
387,0.0
388,0.0
389,0.0
390,0.0
391,0.0
392,0.0
393,0.0
394,0.0
395,0.0
396,0.0
397,0.0
398,0.0
399,0.0
400,0.0
401,0.0
402,0.0
403,0.0
404,0.0
405,0.0
406,0.0
407,0.0
408,0.0
409,0.0
410,0.0
411,0.0
412,0.0
413,0.0
414,0.0
415,0.0
416,0.0
417,0.0
418,0.0
419,0.0
420,0.0
421,0.0
422,0.0
423,0.0
424,0.0
425,0.0
426,0.0
427,0.0
428,0.0
429,0.0
430,0.0
431,0.0
432,0.0
433,0.0
434,0.0
435,0.0
436,0.0
437,0.0
438,0.0
439,0.0
440,0.0
441,0.0
442,0.0
443,0.0
444,0.0
445,0.0
446,0.0
447,0.0
448,0.0
449,0.0
450,0.0
451,0.0
452,0.0
453,0.0
454,0.0
455,0.0
456,0.0
457,0.0
458,0.0
459,0.0
460,0.0
461,0.0
462,0.0
463,0.0
464,0.0
465,0.0
466,0.0
467,0.0
468,0.0
469,0.0
470,0.0
471,0.0
472,0.0
473,0.0
474,0.0
475,0.0
476,0.0
477,0.0
478,0.0
479,0.0
480,0.0
481,0.0
482,0.0
483,0.0
484,0.0
485,0.0
486,0.0
487,0.0
488,0.0
489,0.0
490,0.0
491,0.0
492,0.0
493,0.0
494,0.0
495,0.0
496,0.0
497,0.0
498,0.0
499,0.0
500,0.0
501,0.0
502,0.0
503,0.0
504,0.0
505,0.0
506,0.0
507,0.0
508,0.0
509,0.0
510,0.0
511,0.0
512,0.0
513,0.0
