,0-14
200,5.522279452083341e-23
201,3.8314168558628814e-23
202,2.6582782075347723e-23
203,1.844342000490269e-23
204,1.2796243091226377e-23
205,8.878171033692875e-24
206,6.1597705155778684e-24
207,4.273715009610504e-24
208,2.965149421910994e-24
209,2.0572525483070044e-24
210,1.4273439362755684e-24
211,9.903065688746957e-25
212,6.870853446264496e-25
213,4.767071992028567e-25
214,3.307445800570551e-25
215,2.2947414559721685e-25
216,1.5921162937421027e-25
217,1.1046274020117032e-25
218,7.664023677611941e-26
219,5.317382026195125e-26
220,3.689256818855907e-26
221,2.559646045445777e-26
222,1.7759099460031655e-26
223,1.2321454139819183e-26
224,8.54875735458022e-27
225,5.931219763364868e-27
226,4.115144040493995e-27
227,2.8551311786845864e-27
228,1.980920708310922e-27
229,1.3743840850152907e-27
230,9.535624546799555e-28
231,6.615918831489857e-28
232,4.590195615404424e-28
233,3.1847270688073435e-28
234,2.209597880481745e-28
235,1.5330427656577224e-28
236,1.063641553106067e-28
237,7.37965945136899e-29
238,5.120087068725957e-29
239,3.552371456174932e-29
240,2.464673509114076e-29
241,1.7100169792124227e-29
242,1.1864281651835762e-29
243,8.231566167191898e-30
244,5.7111491073186054e-30
245,3.9624566532705275e-30
246,2.7491950278320686e-30
247,1.9074210678918833e-30
248,1.3233892442715604e-30
249,9.181816859081281e-31
250,6.3704432538375425e-31
251,4.419882020433251e-31
252,3.0665616655137858e-31
253,2.1276134532380336e-31
254,1.4761610885920466e-31
255,1.0241764340025854e-31
256,7.105846211992503e-32
257,1.59687289541498e-32
258,0.0
259,0.0
260,0.0
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,0.0
267,0.0
268,0.0
269,0.0
270,0.0
271,0.0
272,0.0
273,0.0
274,0.0
275,0.0
276,0.0
277,0.0
278,0.0
279,0.0
280,0.0
281,0.0
282,0.0
283,0.0
284,0.0
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0
291,0.0
292,0.0
293,0.0
294,0.0
295,0.0
296,0.0
297,0.0
298,0.0
299,0.0
300,0.0
301,0.0
302,0.0
303,0.0
304,0.0
305,0.0
306,0.0
307,0.0
308,0.0
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,0.0
315,0.0
316,0.0
317,0.0
318,0.0
319,0.0
320,0.0
321,0.0
322,0.0
323,0.0
324,0.0
325,0.0
326,0.0
327,0.0
328,0.0
329,0.0
330,0.0
331,0.0
332,0.0
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,0.0
339,0.0
340,0.0
341,0.0
342,0.0
343,0.0
344,0.0
345,0.0
346,0.0
347,0.0
348,0.0
349,0.0
350,0.0
351,0.0
352,0.0
353,0.0
354,0.0
355,0.0
356,0.0
357,0.0
358,0.0
359,0.0
360,0.0
361,0.0
362,0.0
363,0.0
364,0.0
365,0.0
366,0.0
367,0.0
368,0.0
369,0.0
370,0.0
371,0.0
372,0.0
373,0.0
374,0.0
375,0.0
376,0.0
377,0.0
378,0.0
379,0.0
380,0.0
381,0.0
382,0.0
383,0.0
384,0.0
385,0.0
386,0.0
387,0.0
388,0.0
389,0.0
390,0.0
391,0.0
392,0.0
393,0.0
394,0.0
395,0.0
396,0.0
397,0.0
398,0.0
399,0.0
400,0.0
401,0.0
402,0.0
403,0.0
404,0.0
405,0.0
406,0.0
407,0.0
408,0.0
409,0.0
410,0.0
411,0.0
412,0.0
413,0.0
414,0.0
415,0.0
416,0.0
417,0.0
418,0.0
419,0.0
420,0.0
421,0.0
422,0.0
423,0.0
424,0.0
425,0.0
426,0.0
427,0.0
428,0.0
429,0.0
430,0.0
431,0.0
432,0.0
433,0.0
434,0.0
435,0.0
436,0.0
437,0.0
438,0.0
439,0.0
440,0.0
441,0.0
442,0.0
443,0.0
444,0.0
445,0.0
446,0.0
447,0.0
448,0.0
449,0.0
450,0.0
451,0.0
452,0.0
453,0.0
454,0.0
455,0.0
456,0.0
457,0.0
458,0.0
459,0.0
460,0.0
461,0.0
462,0.0
463,0.0
464,0.0
465,0.0
466,0.0
467,0.0
468,0.0
469,0.0
470,0.0
471,0.0
472,0.0
473,0.0
474,0.0
475,0.0
476,0.0
477,0.0
478,0.0
479,0.0
480,0.0
481,0.0
482,0.0
483,0.0
484,0.0
485,0.0
486,0.0
487,0.0
488,0.0
489,0.0
490,0.0
491,0.0
492,0.0
493,0.0
494,0.0
495,0.0
496,0.0
497,0.0
498,0.0
499,0.0
500,0.0
501,0.0
502,0.0
503,0.0
504,0.0
505,0.0
506,0.0
507,0.0
508,0.0
509,0.0
510,0.0
511,0.0
512,0.0
513,0.0
